  Time                  I(Rs)                 V(R40:2)              V(C2:+)              
  2.463336372037e-003  -2.839206343604e-001  1.135682537442e+000  1.141661408908e-001  
  2.464336394925e-003  -2.754115965073e-001  1.101646386029e+000  1.111052353409e-001  
  2.465336417813e-003  -2.669034876948e-001  1.067613950779e+000  1.080399433456e-001  
  2.466336440702e-003  -2.584034457947e-001  1.033613783179e+000  1.049703859232e-001  
  2.467336463590e-003  -2.498782360436e-001  9.995129441745e-001  1.018966842599e-001  
  2.468336486478e-003  -2.413301584330e-001  9.653206337319e-001  9.881895970589e-002  
  2.469336509366e-003  -2.327751489464e-001  9.311005957854e-001  9.573733376997e-002  
  2.470336532254e-003  -2.242140541724e-001  8.968562166896e-001  9.265192811502e-002  
  2.471336555143e-003  -2.156491084670e-001  8.625964338678e-001  8.956286455315e-002  
  2.472336578031e-003  -2.070693095346e-001  8.282772381385e-001  8.647026504089e-002  
  2.473336600919e-003  -1.984808291788e-001  7.939233167153e-001  8.337425167436e-002  
  2.474336623807e-003  -1.898789241431e-001  7.595156965724e-001  8.027494668446e-002  
  2.475336646695e-003  -1.812723045999e-001  7.250892183996e-001  7.717247243205e-002  
  2.476336669583e-003  -1.726651986678e-001  6.906607946711e-001  7.406695140310e-002  
  2.477336692472e-003  -1.640443995374e-001  6.561775981495e-001  7.095850620388e-002  
  2.478336715360e-003  -1.554066865309e-001  6.216267461237e-001  6.784725955610e-002  
  2.479336738248e-003  -1.467638416059e-001  5.870553664235e-001  6.473333429207e-002  
  2.480336761136e-003  -1.381268990758e-001  5.525075963032e-001  6.161685334986e-002  
  2.481336784024e-003  -1.294864290523e-001  5.179457162091e-001  5.849793976843e-002  
  2.482336806913e-003  -1.208325321126e-001  4.833301284503e-001  5.537671668279e-002  
  2.483336829801e-003  -1.121578281842e-001  4.486313127367e-001  5.225330731911e-002  
  2.484336852689e-003  -1.034689526583e-001  4.138758106332e-001  4.912783498991e-002  
  2.485336875577e-003  -9.479856543542e-002  3.791942617417e-001  4.600042308911e-002  
  2.486336898465e-003  -8.614191929196e-002  3.445676771679e-001  4.287119508725e-002  
  2.487336921353e-003  -7.745505861075e-002  3.098202344430e-001  3.974027452654e-002  
  2.488336944242e-003  -6.875514483445e-002  2.750205793378e-001  3.660778501601e-002  
  2.489336967130e-003  -6.006062343640e-002  2.402424937456e-001  3.347385022666e-002  
  2.490336990018e-003  -5.136884812774e-002  2.054753925110e-001  3.033859388652e-002  
  2.491337012906e-003  -4.267235225623e-002  1.706894090249e-001  2.720213977582e-002  
  2.492337035794e-003  -3.397341555186e-002  1.358936622074e-001  2.406461172206e-002  
  2.493337058683e-003  -2.526472914993e-002  1.010589165997e-001  2.092613359514e-002  
  2.494337081571e-003  -1.655671044572e-002  6.622684178289e-002  1.778682930248e-002  
  2.495337104459e-003  -7.852803755160e-003  3.141121502064e-002  1.464682278412e-002  
  2.496337127347e-003  8.491504381234e-004  -3.396601752493e-003  1.150623800780e-002  
  2.497337150235e-003  9.563155370936e-003  -3.825262148374e-002  8.365198964108e-003  
  2.498337173123e-003  1.828134381972e-002  -7.312537527887e-002  5.223829661569e-003  
  2.499337196012e-003  2.700425568795e-002  -1.080170227518e-001  2.082254121740e-003  
  2.500337218900e-003  3.570453459538e-002  -1.428181383815e-001  -1.059403625679e-003  
  2.501337241788e-003  4.438678391552e-002  -1.775471356621e-001  -4.201019547743e-003  
  2.502337264676e-003  5.310237338593e-002  -2.124094935437e-001  -7.342469613156e-003  
  2.503337287564e-003  6.184186540493e-002  -2.473674616197e-001  -1.048362979717e-002  
  2.504337310453e-003  7.056569650596e-002  -2.822627860238e-001  -1.362437608649e-002  
  2.505337333341e-003  7.924874275902e-002  -3.169949710361e-001  -1.676458448414e-002  
  2.506337356229e-003  8.790833027559e-002  -3.516333211024e-001  -1.990413101441e-002  
  2.507337379117e-003  9.663864736620e-002  -3.865545894648e-001  -2.304289172770e-002  
  2.508337402005e-003  1.053641545615e-001  -4.214566182459e-001  -2.618074270543e-002  
  2.509337424893e-003  1.140602055666e-001  -4.562408222665e-001  -2.931756006496e-002  
  2.510337447782e-003  1.227262379840e-001  -4.909049519359e-001  -3.245321996444e-002  
  2.511337470670e-003  1.314057102106e-001  -5.256228408422e-001  -3.558759860771e-002  
  2.512337493558e-003  1.401096616097e-001  -5.604386464389e-001  -3.872057224921e-002  
  2.513337516446e-003  1.487941492866e-001  -5.951765971464e-001  -4.185201719884e-002  
  2.514337539334e-003  1.574507224532e-001  -6.298028898129e-001  -4.498180982686e-002  
  2.515337562223e-003  1.661223702627e-001  -6.644894810509e-001  -4.810982656875e-002  
  2.516337585111e-003  1.748024287550e-001  -6.992097150201e-001  -5.123594393013e-002  
  2.517337607999e-003  1.834620380714e-001  -7.338481522857e-001  -5.436003849158e-002  
  2.518337630887e-003  1.921002580538e-001  -7.684010322151e-001  -5.748198691356e-002  
  2.519337653775e-003  2.007437098007e-001  -8.029748392029e-001  -6.060166594123e-002  
  2.520337676664e-003  2.094035317410e-001  -8.376141269641e-001  -6.371895240938e-002  
  2.521337699552e-003  2.180282966163e-001  -8.721131864653e-001  -6.683372324724e-002  
  2.522337722440e-003  2.266428184282e-001  -9.065712737129e-001  -6.994585548336e-002  
  2.523337745328e-003  2.352615937416e-001  -9.410463749665e-001  -7.305522625047e-002  
  2.524337768216e-003  2.438731648762e-001  -9.754926595049e-001  -7.616171279031e-002  
  2.525337791104e-003  2.524690233120e-001  -1.009876093248e+000  -7.926519245850e-002  
  2.526337813993e-003  2.610504974901e-001  -1.044201989960e+000  -8.236554272938e-002  
  2.527337836881e-003  2.696428288481e-001  -1.078571315393e+000  -8.546264120080e-002  
  2.528337859769e-003  2.782205611915e-001  -1.112882244766e+000  -8.855636559904e-002  
  2.529337882657e-003  2.867754905534e-001  -1.147101962214e+000  -9.164659378357e-002  
  2.530337905545e-003  2.953162511597e-001  -1.181265004639e+000  -9.473320375187e-002  
  2.531337928434e-003  3.038682301707e-001  -1.215472920683e+000  -9.781607364429e-002  
  2.532337951322e-003  3.124065737769e-001  -1.249626295108e+000  -1.008950817488e-001  
  2.533337974210e-003  3.209209085926e-001  -1.283683634370e+000  -1.039701065060e-001  
  2.534337997098e-003  3.294121476276e-001  -1.317648590511e+000  -1.070410265135e-001  
  2.535338019986e-003  3.379079961517e-001  -1.351631984607e+000  -1.101077205311e-001  
  2.536338042874e-003  3.464047190485e-001  -1.385618876194e+000  -1.131700674854e-001  
  2.537338065763e-003  3.548733974973e-001  -1.419493589989e+000  -1.162279464747e-001  
  2.538338088651e-003  3.633127037862e-001  -1.453250815145e+000  -1.192812367737e-001  
  2.539338111539e-003  3.717606732416e-001  -1.487042692966e+000  -1.223298178381e-001  
  2.540338134427e-003  3.802019504540e-001  -1.520807801816e+000  -1.253735693097e-001  
  2.541338157315e-003  3.886107795912e-001  -1.554443118365e+000  -1.284123710209e-001  
  2.542338180204e-003  3.970073047274e-001  -1.588029218910e+000  -1.314461029995e-001  
  2.543338203092e-003  4.054104644079e-001  -1.621641857632e+000  -1.344746454735e-001  
  2.544338225980e-003  4.137800952951e-001  -1.655120381180e+000  -1.374978788757e-001  
  2.545338248868e-003  4.221249924579e-001  -1.688499969832e+000  -1.405156838486e-001  
  2.546338271756e-003  4.304577690031e-001  -1.721831076012e+000  -1.435279412489e-001  
  2.547338294644e-003  4.387926186855e-001  -1.755170474742e+000  -1.465345321525e-001  
  2.548338317533e-003  4.471081489634e-001  -1.788432595854e+000  -1.495353378589e-001  
  2.549338340421e-003  4.553948652980e-001  -1.821579461192e+000  -1.525302398959e-001  
